pdb_id,rep,ns/day,hour/ns
5cof_A,2,276.699,0.087
5cof_A,3,267.003,0.09
2p9x_A,1,370.774,0.065
2p9x_A,2,389.83,0.062
2p9x_A,3,381.059,0.063
2bko_A,1,153.733,0.156
2bko_A,2,151.323,0.159
2bko_A,3,146.531,0.164
1gwe_A,1,116.029,0.207
1gwe_A,2,105.708,0.227
1gwe_A,3,115.926,0.207
1d2t_A,1,241.986,0.099
1d2t_A,2,227.062,0.106
1d2t_A,3,241.04,0.1
3b4w_A,1,115.272,0.208
3b4w_A,2,114.219,0.21
3b4w_A,3,114.905,0.209
7uhe_A,1,385.099,0.062
7uhe_A,2,412.519,0.058
7uhe_A,3,385.313,0.062
5hob_F,1,333.965,0.072
5hob_F,2,335.888,0.071
5hob_F,3,345.137,0.07
2p9x_D,1,378.446,0.063
2p9x_D,2,388.517,0.062
2p9x_D,3,381.097,0.063
5e3e_A,1,366.882,0.065
5e3e_A,2,356.321,0.067
5e3e_A,3,339.903,0.071
1t7v_A,1,152.089,0.158
1t7v_A,2,153.904,0.156
1t7v_A,3,153.434,0.156
2eu7_X,1,296.589,0.081
2eu7_X,2,289.188,0.083
2eu7_X,3,287.35,0.084
3l1e_A,1,258.492,0.093
3l1e_A,2,260.181,0.092
3l1e_A,3,257.916,0.093
1uha_A,1,396.912,0.06
1uha_A,2,400.547,0.06
1uha_A,3,400.233,0.06
4ksn_C,1,244.242,0.098
4ksn_C,2,246.636,0.097
4ksn_C,3,247.83,0.097
3aa0_A,1,109.704,0.219
3aa0_A,2,105.888,0.227
3aa0_A,3,112.459,0.213
4e1p_A,1,293.235,0.082
4e1p_A,2,293.607,0.082
4e1p_A,3,318.486,0.075
4ayg_A,1,59.913,0.401
4ayg_A,2,56.714,0.423
4ayg_A,3,62.749,0.382
2wkx_A,1,150.455,0.16
2wkx_A,2,149.089,0.161
2wkx_A,3,149.563,0.16
1xkg_A,1,156.739,0.153
1xkg_A,2,149.9,0.16
1xkg_A,3,159.69,0.15
7ccg_A,1,216.993,0.111
7ccg_A,2,223.984,0.107
7ccg_A,3,216.323,0.111
1zxx_A,1,187.191,0.128
1zxx_A,2,179.5,0.134
1zxx_A,3,191.216,0.126
6hr2_B,1,219.809,0.109
6hr2_B,2,240.176,0.1
6hr2_B,3,230.159,0.104
3g3s_B,1,228.249,0.105
3g3s_B,2,229.014,0.105
3g3s_B,3,227.558,0.105
7bqi_A,1,249.293,0.096
7bqi_A,2,257.131,0.093
7bqi_A,3,256.746,0.093
2id6_A,1,211.355,0.114
2id6_A,2,209.798,0.114
2id6_A,3,203.46,0.118
7kwt_A,1,363.345,0.066
7kwt_A,2,352.834,0.068
7kwt_A,3,361.444,0.066
1dtd_B,1,524.014,0.046
1dtd_B,2,515.183,0.047
1dtd_B,3,535.176,0.045
1ryl_A,1,160.674,0.149
1ryl_A,2,161.761,0.148
1ryl_A,3,162.222,0.148
3ju3_A,1,231.833,0.104
3ju3_A,2,233.832,0.103
3ju3_A,3,240.379,0.1
6mi3_B,1,120.554,0.199
6mi3_B,2,121.873,0.197
6mi3_B,3,119.937,0.2
1v1h_C,1,238.959,0.1
1v1h_C,2,227.393,0.106
1v1h_C,3,243.78,0.098
1r6l_A,1,217.8,0.11
1r6l_A,2,218.91,0.11
1r6l_A,3,230.343,0.104
7zkk_B,1,105.668,0.227
7zkk_B,2,108.788,0.221
7zkk_B,3,110.292,0.218
3hfw_A,1,181.075,0.133
3hfw_A,2,190.209,0.126
3hfw_A,3,182.353,0.132
1rm6_B,1,167.777,0.143
1rm6_B,2,170.465,0.141
1rm6_B,3,166.555,0.144
2i2f_A,1,139.315,0.172
2i2f_A,2,143.654,0.167
2i2f_A,3,142.167,0.169
2e8e_A,1,295.414,0.081
2e8e_A,2,297.171,0.081
2e8e_A,3,298.638,0.08
6ypi_A,1,348.915,0.069
6ypi_A,2,364.011,0.066
6ypi_A,3,354.598,0.068
1t8h_A,1,213.436,0.112
1t8h_A,2,230.82,0.104
1t8h_A,3,222.54,0.108
1wui_L,1,126.906,0.189
1wui_L,2,130.68,0.184
1wui_L,3,128.763,0.186
1vzm_B,1,542.008,0.044
1vzm_B,2,551.841,0.043
1vzm_B,3,539.724,0.044
2ov9_C,1,200.268,0.12
2ov9_C,2,199.35,0.12
2ov9_C,3,200.009,0.12
5dbl_A,1,201.196,0.119
5dbl_A,2,198.756,0.121
5dbl_A,3,199.544,0.12
5k6d_B,1,427.126,0.056
5k6d_B,2,434.275,0.055
5k6d_B,3,423.598,0.057
1yqw_Q,1,123.551,0.194
1yqw_Q,2,121.014,0.198
1yqw_Q,3,134.083,0.179
3m66_A,1,186.577,0.129
3m66_A,2,187.936,0.128
3m66_A,3,187.674,0.128
2pmb_C,1,105.557,0.227
2pmb_C,2,109.698,0.219
2pmb_C,3,105.643,0.227
2b97_A,1,521.951,0.046
2b97_A,2,521.445,0.046
2b97_A,3,534.383,0.045
1j5u_A,1,153.125,0.157
1j5u_A,2,155.576,0.154
1j5u_A,3,153.37,0.156
1nty_A,1,124.833,0.192
1nty_A,2,124.506,0.193
1nty_A,3,125.401,0.191
5bnh_D,1,290.634,0.083
5bnh_D,2,299.676,0.08
5bnh_D,3,301.401,0.08
6asd_C,1,568.182,0.042
6asd_C,2,534.156,0.045
6asd_C,3,552.877,0.043
4uc8_A,1,198.769,0.121
4uc8_A,2,205.865,0.117
4uc8_A,3,188.707,0.127
3omd_A,1,278.853,0.086
3omd_A,2,292.977,0.082
3omd_A,3,298.005,0.081
4rp4_A,1,296.245,0.081
4rp4_A,2,281.455,0.085
4rp4_A,3,293.703,0.082
2y4x_B,1,383.791,0.063
2y4x_B,2,393.736,0.061
2y4x_B,3,399.523,0.06
1nkp_D,1,184.107,0.13
1nkp_D,2,175.121,0.137
1nkp_D,3,170.371,0.141
4edk_A,1,156.506,0.153
4edk_A,2,155.138,0.155
4edk_A,3,154.782,0.155
6mdx_A,1,248.502,0.097
6mdx_A,2,245.72,0.098
6mdx_A,3,252.723,0.095
6d7y_B,1,354.609,0.068
6d7y_B,2,335.633,0.072
6d7y_B,3,337.89,0.071
3lkt_Q,1,189.655,0.127
3lkt_Q,2,190.49,0.126
3lkt_Q,3,199.13,0.121
5a0d_B,1,232.038,0.103
5a0d_B,2,216.372,0.111
5a0d_B,3,222.658,0.108
1q74_C,1,182.465,0.132
1q74_C,2,184.027,0.13
1q74_C,3,202.1,0.119
3x38_B,1,280.54,0.086
3x38_B,2,274.025,0.088
3x38_B,3,295.024,0.081
3wur_B,1,206.766,0.116
3wur_B,2,208.826,0.115
3wur_B,3,202.286,0.119
7bwf_B,1,218.744,0.11
7bwf_B,2,217.781,0.11
7bwf_B,3,219.268,0.109
4y7s_A,1,399.599,0.06
4y7s_A,2,407.555,0.059
4y7s_A,3,395.793,0.061
6o6y_A,1,142.593,0.168
6o6y_A,2,128.669,0.187
6o6y_A,3,141.273,0.17
6lus_A,1,253.9,0.095
6lus_A,2,253.904,0.095
6lus_A,3,259.769,0.092
6zsl_B,1,78.403,0.306
6zsl_B,2,78.373,0.306
6zsl_B,3,79.659,0.301
1qxo_A,1,137.609,0.174
1qxo_A,2,137.881,0.174
1qxo_A,3,137.502,0.175
1jyo_E,1,217.476,0.11
1jyo_E,2,205.477,0.117
1jyo_E,3,215.575,0.111
2pa6_B,1,141.101,0.17
2pa6_B,2,151.068,0.159
2pa6_B,3,140.443,0.171
4rnz_A,1,134.242,0.179
4rnz_A,2,133.638,0.18
4rnz_A,3,135.217,0.177
3pes_A,1,307.309,0.078
3pes_A,2,304.738,0.079
3pes_A,3,319.25,0.075
5ii7_A,1,252.435,0.095
5ii7_A,2,247.414,0.097
5ii7_A,3,260.099,0.092
3d2q_A,1,380.886,0.063
3d2q_A,2,372.25,0.064
3d2q_A,3,379.949,0.063
1w53_A,1,355.497,0.068
1w53_A,2,358.235,0.067
1w53_A,3,358.79,0.067
3q0i_A,1,163.958,0.146
3q0i_A,2,162.015,0.148
3q0i_A,3,171.25,0.14
6e0x_B,1,200.853,0.119
6e0x_B,2,208.36,0.115
6e0x_B,3,220.137,0.109
3u7t_A,1,571.45,0.042
3u7t_A,2,568.737,0.042
3u7t_A,3,578.368,0.041
3v0r_A,1,283.984,0.085
3v0r_A,2,284.219,0.084
3v0r_A,3,282.64,0.085
1g9g_A,1,129.118,0.186
1g9g_A,2,124.875,0.192
1g9g_A,3,139.015,0.173
2cyj_A,1,320.53,0.075
2cyj_A,2,333.7,0.072
2cyj_A,3,336.381,0.071
4csb_A,1,292.22,0.082
4csb_A,2,275.922,0.087
4csb_A,3,273.157,0.088
2b3y_A,1,88.812,0.27
2b3y_A,2,90.454,0.265
2b3y_A,3,89.698,0.268
1juv_A,1,247.748,0.097
1juv_A,2,257.978,0.093
1juv_A,3,263.994,0.091
3on9_A,1,229.478,0.105
3on9_A,2,232.602,0.103
3on9_A,3,233.05,0.103
2wzo_A,1,224.598,0.107
2wzo_A,2,227.038,0.106
2wzo_A,3,227.029,0.106
3zfp_A,1,266.789,0.09
3zfp_A,2,255.376,0.094
3zfp_A,3,265.733,0.09
1af7_A,1,212.937,0.113
1af7_A,2,192.413,0.125
1af7_A,3,220.228,0.109
5m33_A,1,280.317,0.086
5m33_A,2,277.303,0.087
5m33_A,3,265.896,0.09
2wpq_C,1,130.046,0.185
2wpq_C,2,132.578,0.181
2wpq_C,3,130.504,0.184
4ys0_A,1,66.204,0.363
4ys0_A,2,65.79,0.365
4ys0_A,3,66.907,0.359
3b4q_B,1,378.289,0.063
3b4q_B,2,377.968,0.063
3b4q_B,3,378.101,0.063
1i0v_A,1,392.422,0.061
1i0v_A,2,401.297,0.06
1i0v_A,3,398.869,0.06
1ois_A,1,179.026,0.134
1ois_A,2,183.608,0.131
1ois_A,3,182.092,0.132
6bwq_A,1,210.396,0.114
6bwq_A,2,217.953,0.11
6bwq_A,3,220.749,0.109
3ngg_B,1,470.209,0.051
3ngg_B,2,464.264,0.052
3ngg_B,3,481.65,0.05
3ebh_A,1,85.366,0.281
3ebh_A,2,88.065,0.273
3ebh_A,3,88.465,0.271
1dow_A,1,159.683,0.15
1dow_A,2,162.955,0.147
1dow_A,3,177.003,0.136
2h1t_B,1,131.221,0.183
2h1t_B,2,130.217,0.184
2h1t_B,3,129.594,0.185
3c9p_A,1,314.963,0.076
3c9p_A,2,336.514,0.071
3c9p_A,3,311.821,0.077
1jyo_B,1,303.276,0.079
1jyo_B,2,307.484,0.078
1jyo_B,3,306.748,0.078
2xf7_A,1,549.604,0.044
2xf7_A,2,525.97,0.046
2xf7_A,3,528.468,0.045
1dfu_P,1,252.683,0.095
1dfu_P,2,259.284,0.093
1dfu_P,3,256.527,0.094
8ezh_B,1,168.273,0.143
8ezh_B,2,166.647,0.144
8ezh_B,3,159.644,0.15
3rkg_A,1,143.989,0.167
3rkg_A,2,141.898,0.169
3rkg_A,3,142.398,0.169
7ecq_A,1,250.498,0.096
7ecq_A,2,249.159,0.096
7ecq_A,3,257.347,0.093
3onj_A,1,417.224,0.058
3onj_A,2,396.315,0.061
3onj_A,3,397.441,0.06
5kza_A,1,306.544,0.078
5kza_A,2,292.455,0.082
5kza_A,3,310.782,0.077
1hye_A,1,163.988,0.146
1hye_A,2,163.21,0.147
1hye_A,3,176.142,0.136
2vfk_A,1,229.881,0.104
2vfk_A,2,230.011,0.104
2vfk_A,3,230.376,0.104
2hgx_B,1,163.58,0.147
2hgx_B,2,149.683,0.16
2hgx_B,3,151.071,0.159
4arl_B,1,132.599,0.181
4arl_B,2,139.272,0.172
4arl_B,3,134.985,0.178
4wrp_A,1,230.679,0.104
4wrp_A,2,224.588,0.107
4wrp_A,3,239.098,0.1
3gqh_A,1,178.741,0.134
3gqh_A,2,196.797,0.122
3gqh_A,3,177.922,0.135
1wlg_B,1,114.546,0.21
1wlg_B,2,108.279,0.222
1wlg_B,3,107.316,0.224
5v7m_A,1,160.039,0.15
5v7m_A,2,159.099,0.151
5v7m_A,3,157.595,0.152
1puc_A,1,242.031,0.099
1puc_A,2,244.523,0.098
1puc_A,3,243.216,0.099
3jv1_A,1,193.637,0.124
3jv1_A,2,190.832,0.126
3jv1_A,3,192.258,0.125
2i5u_A,1,368.946,0.065
2i5u_A,2,369.396,0.065
2i5u_A,3,391.554,0.061
3pes_B,1,304.563,0.079
3pes_B,2,309.268,0.078
3pes_B,3,326.6,0.073
4mp8_A,1,161.094,0.149
4mp8_A,2,168.323,0.143
4mp8_A,3,165.945,0.145
1lri_A,1,387.385,0.062
1lri_A,2,382.402,0.063
1lri_A,3,384.872,0.062
1wpu_A,1,258.638,0.093
1wpu_A,2,279.731,0.086
1wpu_A,3,268.841,0.089
1xg0_B,1,266.884,0.09
1xg0_B,2,248.067,0.097
1xg0_B,3,268.479,0.089
6o19_A,1,323.264,0.074
6o19_A,2,336.901,0.071
6o19_A,3,311.816,0.077
5vu3_B,1,211.674,0.113
5vu3_B,2,202.712,0.118
5vu3_B,3,205.684,0.117
6fbz_B,1,332.82,0.072
6fbz_B,2,301.605,0.08
6fbz_B,3,312.691,0.077
5iqj_A,1,320.478,0.075
5iqj_A,2,312.28,0.077
5iqj_A,3,342.601,0.07
4zac_D,1,128.01,0.187
4zac_D,2,123.54,0.194
4zac_D,3,125.419,0.191
2gpi_A,1,399.563,0.06
2gpi_A,2,405.611,0.059
2gpi_A,3,408.498,0.059
1y0n_A,1,405.81,0.059
1y0n_A,2,407.525,0.059
1y0n_A,3,414.55,0.058
5v03_B,1,167.052,0.144
5v03_B,2,161.904,0.148
5v03_B,3,163.954,0.146
2x5h_B,1,249.939,0.096
2x5h_B,2,242.383,0.099
2x5h_B,3,237.955,0.101
4ykd_A,1,294.674,0.081
4ykd_A,2,302.123,0.079
4ykd_A,3,297.494,0.081
4zi3_D,1,213.385,0.112
4zi3_D,2,203.707,0.118
4zi3_D,3,204.638,0.117
3f2e_A,1,259.311,0.093
3f2e_A,2,267.214,0.09
3f2e_A,3,266.526,0.09
5i8j_B,1,470.013,0.051
5i8j_B,2,425.888,0.056
5i8j_B,3,442.86,0.054
3m5q_A,1,206.699,0.116
3m5q_A,2,204.968,0.117
3m5q_A,3,196.118,0.122
6yhu_B,1,291.753,0.082
6yhu_B,2,293.138,0.082
6yhu_B,3,292.071,0.082
5lbd_A,1,311.369,0.077
5lbd_A,2,333.663,0.072
5lbd_A,3,304.436,0.079
3a39_A,1,437.705,0.055
3a39_A,2,430.165,0.056
3a39_A,3,421.161,0.057
3bzl_D,1,384.707,0.062
3bzl_D,2,386.223,0.062
3bzl_D,3,381.535,0.063
3lti_A,1,134.648,0.178
3lti_A,2,133.286,0.18
3lti_A,3,134.481,0.178
5op0_B,1,175.588,0.137
5op0_B,2,177.899,0.135
5op0_B,3,175.752,0.137
2f5t_X,1,150.833,0.159
2f5t_X,2,151.005,0.159
2f5t_X,3,148.673,0.161
1e6y_D,1,114.3,0.21
1e6y_D,2,118.051,0.203
1e6y_D,3,121.819,0.197
5iqj_C,1,328.415,0.073
5iqj_C,2,327.39,0.073
5iqj_C,3,326.653,0.073
3nl9_A,1,215.751,0.111
3nl9_A,2,207.349,0.116
3nl9_A,3,199.9,0.12
3a1g_C,1,304.035,0.079
3a1g_C,2,292.516,0.082
3a1g_C,3,292.966,0.082
6h86_B,1,121.453,0.198
6h86_B,2,122.666,0.196
6h86_B,3,118.753,0.202
3m7d_A,1,164.421,0.146
3m7d_A,2,166.348,0.144
3m7d_A,3,157.121,0.153
4j4r_A,1,168.255,0.143
4j4r_A,2,155.992,0.154
4j4r_A,3,154.846,0.155
4ue8_B,1,381.254,0.063
4ue8_B,2,388.9,0.062
4ue8_B,3,386.668,0.062
1vdk_B,1,110.801,0.217
1vdk_B,2,110.924,0.216
1vdk_B,3,110.159,0.218
2yzt_A,1,378.209,0.063
2yzt_A,2,381.656,0.063
2yzt_A,3,378.816,0.063
2ppv_A,1,132.583,0.181
2ppv_A,2,147.951,0.162
2ppv_A,3,132.17,0.182
3ncl_A,1,256.978,0.093
3ncl_A,2,259.26,0.093
3ncl_A,3,235.636,0.102
1nnh_A,1,187.247,0.128
1nnh_A,2,180.686,0.133
1nnh_A,3,177.28,0.135
6c62_C,1,253.616,0.095
6c62_C,2,258.417,0.093
6c62_C,3,256.313,0.094
1iqq_A,1,245.415,0.098
1iqq_A,2,244.835,0.098
1iqq_A,3,242.963,0.099
7n1n_A,1,384.534,0.062
7n1n_A,2,380.088,0.063
7n1n_A,3,383.792,0.063
2pw8_I,1,289.397,0.083
2pw8_I,2,292.828,0.082
2pw8_I,3,286.164,0.084
2oy9_A,1,368.907,0.065
2oy9_A,2,331.339,0.072
2oy9_A,3,337.071,0.071
1im5_A,1,283.733,0.085
1im5_A,2,297.239,0.081
1im5_A,3,297.177,0.081
2i7c_C,1,213.725,0.112
2i7c_C,2,208.897,0.115
2i7c_C,3,221.158,0.109
2ouw_A,1,225.476,0.106
2ouw_A,2,208.939,0.115
2ouw_A,3,226.533,0.106
6fy5_A,1,237.548,0.101
6fy5_A,2,238.466,0.101
6fy5_A,3,237.93,0.101
3o04_A,1,155.317,0.155
3o04_A,2,149.754,0.16
3o04_A,3,145.999,0.164
2fip_B,1,320.458,0.075
2fip_B,2,329.597,0.073
2fip_B,3,305.655,0.079
1k7c_A,1,262.744,0.091
1k7c_A,2,257.703,0.093
1k7c_A,3,268.024,0.09
1wd5_A,1,255.306,0.094
1wd5_A,2,231.347,0.104
1wd5_A,3,238.239,0.101
3cy4_A,1,260.35,0.092
3cy4_A,2,265.768,0.09
3cy4_A,3,261.924,0.092
5opz_A,1,257.055,0.093
5opz_A,2,255.281,0.094
5opz_A,3,261.021,0.092
5rlk_B,1,72.458,0.331
5rlk_B,2,76.924,0.312
5rlk_B,3,77.091,0.311
4qmd_B,1,240.659,0.1
4qmd_B,2,231.072,0.104
4qmd_B,3,218.981,0.11
1u7k_D,1,207.835,0.115
1u7k_D,2,206.868,0.116
1u7k_D,3,206.767,0.116
5w2f_A,1,200.072,0.12
5w2f_A,2,185.028,0.13
5w2f_A,3,186.381,0.129
4r03_A,1,286.09,0.084
4r03_A,2,275.296,0.087
4r03_A,3,267.324,0.09
2fb5_A,1,211.016,0.114
2fb5_A,2,197.766,0.121
2fb5_A,3,194.5,0.123
1pv5_A,1,217.207,0.11
1pv5_A,2,205.43,0.117
1pv5_A,3,215.625,0.111
3ueb_C,1,287.619,0.083
3ueb_C,2,271.22,0.088
3ueb_C,3,292.838,0.082
4adn_A,1,139.538,0.172
4adn_A,2,139.808,0.172
4adn_A,3,144.212,0.166
3l84_A,1,100.694,0.238
3l84_A,2,100.48,0.239
3l84_A,3,100.099,0.24
1f3u_E,1,233.473,0.103
1f3u_E,2,224.511,0.107
1f3u_E,3,249.65,0.096
2xvs_A,1,237.849,0.101
2xvs_A,2,253.57,0.095
2xvs_A,3,240.339,0.1
6onu_C,1,392.061,0.061
6onu_C,2,369.157,0.065
6onu_C,3,390.987,0.061
5ul3_A,1,79.674,0.301
5ul3_A,2,83.794,0.286
5ul3_A,3,83.141,0.289
1ah7_A,1,206.795,0.116
1ah7_A,2,205.959,0.117
1ah7_A,3,205.134,0.117
6j33_B,1,78.229,0.307
6j33_B,2,78.164,0.307
6j33_B,3,77.694,0.309
2j6a_A,1,305.009,0.079
2j6a_A,2,286.775,0.084
2j6a_A,3,299.277,0.08
3oi8_A,1,236.169,0.102
3oi8_A,2,236.866,0.101
3oi8_A,3,235.048,0.102
3f7c_A,1,195.416,0.123
3f7c_A,2,199.335,0.12
3f7c_A,3,199.348,0.12
4oie_A,1,203.926,0.118
4oie_A,2,199.944,0.12
4oie_A,3,186.641,0.129
2b1y_A,1,212.921,0.113
2b1y_A,2,214.597,0.112
2b1y_A,3,212.667,0.113
1u84_A,1,322.807,0.074
1u84_A,2,309.091,0.078
1u84_A,3,321.351,0.075
6crk_G,1,132.396,0.181
6crk_G,2,120.852,0.199
6crk_G,3,121.119,0.198
3fo8_D,1,173.088,0.139
3fo8_D,2,171.588,0.14
3fo8_D,3,174.254,0.138
2ccw_A,1,379.885,0.063
2ccw_A,2,360.273,0.067
2ccw_A,3,341.656,0.07
3fcn_A,1,220.537,0.109
3fcn_A,2,220.338,0.109
3fcn_A,3,222.468,0.108
2ejn_B,1,240.414,0.1
2ejn_B,2,241.563,0.099
2ejn_B,3,240.794,0.1
2abk_A,1,243.095,0.099
2abk_A,2,234.494,0.102
2abk_A,3,227.993,0.105
2w86_A,1,248.763,0.096
2w86_A,2,256.554,0.094
2w86_A,3,255.261,0.094
2nqw_A,1,329.53,0.073
2nqw_A,2,339.935,0.071
2nqw_A,3,324.071,0.074
4xqm_A,1,360.932,0.066
4xqm_A,2,361.754,0.066
4xqm_A,3,368.385,0.065
4ywk_B,1,191.232,0.126
4ywk_B,2,197.734,0.121
4ywk_B,3,188.262,0.127
1ig0_B,1,155.024,0.155
1ig0_B,2,154.528,0.155
1ig0_B,3,155.036,0.155
3bjd_C,1,153.62,0.156
3bjd_C,2,154.142,0.156
3bjd_C,3,158.982,0.151
2cb5_A,1,115.458,0.208
2cb5_A,2,116.059,0.207
2cb5_A,3,106.898,0.225
3d4i_A,1,163.007,0.147
3d4i_A,2,170.282,0.141
3d4i_A,3,173.25,0.139
1bx7_A,1,419.652,0.057
1bx7_A,2,418.948,0.057
1bx7_A,3,418.542,0.057
3hxv_A,1,151.946,0.158
3hxv_A,2,153.777,0.156
3hxv_A,3,145.981,0.164
2p6v_A,1,244.524,0.098
2p6v_A,2,250.734,0.096
2p6v_A,3,240.477,0.1
5g5g_B,1,197.49,0.122
5g5g_B,2,187.582,0.128
5g5g_B,3,209.431,0.115
1kew_A,1,201.335,0.119
1kew_A,2,204.226,0.118
1kew_A,3,192.94,0.124
2v4b_A,1,191.403,0.125
2v4b_A,2,177.194,0.135
2v4b_A,3,186.182,0.129
6ch1_A,1,157.785,0.152
6ch1_A,2,162.704,0.148
6ch1_A,3,164.149,0.146
1fqi_A,1,252.51,0.095
1fqi_A,2,253.461,0.095
1fqi_A,3,240.513,0.1
5h1n_B,1,393.334,0.061
5h1n_B,2,390.346,0.061
5h1n_B,3,387.373,0.062
4xb6_F,1,267.691,0.09
4xb6_F,2,273.405,0.088
4xb6_F,3,287.562,0.083
2erl_A,1,634.102,0.038
2erl_A,2,639.556,0.038
2erl_A,3,634.149,0.038
5jak_A,1,214.116,0.112
5jak_A,2,211.032,0.114
5jak_A,3,196.879,0.122
1rlk_A,1,335.599,0.072
1rlk_A,2,328.763,0.073
1rlk_A,3,323.49,0.074
2pbi_A,1,79.089,0.303
2pbi_A,2,80.344,0.299
2pbi_A,3,85.816,0.28
1rgz_A,1,156.602,0.153
1rgz_A,2,160.918,0.149
1rgz_A,3,156.985,0.153
1j0p_A,1,238.393,0.101
1j0p_A,2,239.064,0.1
1j0p_A,3,239.153,0.1
2oya_B,1,228.466,0.105
2oya_B,2,230.427,0.104
2oya_B,3,232.726,0.103
2phn_B,1,222.183,0.108
2phn_B,2,216.641,0.111
2phn_B,3,196.591,0.122
5uvr_A,1,331.29,0.072
5uvr_A,2,329.073,0.073
5uvr_A,3,318.4,0.075
1egw_C,1,278.848,0.086
1egw_C,2,289.107,0.083
1egw_C,3,284.521,0.084
3e0z_A,1,411.425,0.058
3e0z_A,2,418.769,0.057
3e0z_A,3,418.041,0.057
3sxk_B,1,321.554,0.075
3sxk_B,2,294.511,0.081
3sxk_B,3,314.77,0.076
3shg_B,1,425.326,0.056
3shg_B,2,417.063,0.058
3shg_B,3,416.671,0.058
2y20_A,1,415.326,0.058
2y20_A,2,414.639,0.058
2y20_A,3,414.165,0.058
4z9p_A,1,137.488,0.175
4z9p_A,2,135.534,0.177
4z9p_A,3,133.928,0.179
1tzw_A,1,253.991,0.094
1tzw_A,2,253.874,0.095
1tzw_A,3,274.402,0.087
2amh_A,1,221.698,0.108
2amh_A,2,222.515,0.108
2amh_A,3,223.834,0.107
2ehq_A,1,115.927,0.207
2ehq_A,2,128.412,0.187
2ehq_A,3,117.116,0.205
5x1u_B,1,193.511,0.124
5x1u_B,2,189.553,0.127
5x1u_B,3,205.585,0.117
4zya_B,1,396.973,0.06
4zya_B,2,376.602,0.064
4zya_B,3,419.718,0.057
6irx_A,1,112.849,0.213
6irx_A,2,107.213,0.224
6irx_A,3,114.503,0.21
3rjs_A,1,413.298,0.058
3rjs_A,2,405.166,0.059
3rjs_A,3,406.689,0.059
1jke_C,1,272.874,0.088
1jke_C,2,268.895,0.089
1jke_C,3,267.463,0.09
3hwu_A,1,283.913,0.085
3hwu_A,2,265.17,0.091
3hwu_A,3,267.007,0.09
7egs_A,1,153.429,0.156
7egs_A,2,163.517,0.147
7egs_A,3,164.398,0.146
1qgi_A,1,196.345,0.122
1qgi_A,2,192.803,0.124
1qgi_A,3,191.318,0.125
7jfl_C,1,456.956,0.053
7jfl_C,2,472.158,0.051
7jfl_C,3,456.204,0.053
2iay_A,1,324.975,0.074
2iay_A,2,325.528,0.074
2iay_A,3,321.478,0.075
2nlv_B,1,259.829,0.092
2nlv_B,2,266.268,0.09
2nlv_B,3,279.929,0.086
1lwd_B,1,119.824,0.2
1lwd_B,2,120.778,0.199
1lwd_B,3,120.029,0.2
8cxl_A,1,118.663,0.202
8cxl_A,2,138.641,0.173
8cxl_A,3,135.769,0.177
1lc3_A,1,187.455,0.128
1lc3_A,2,172.466,0.139
1lc3_A,3,183.533,0.131
2gno_A,1,162.46,0.148
2gno_A,2,171.711,0.14
2gno_A,3,157.369,0.153
3b49_A,1,227.6,0.105
3b49_A,2,206.42,0.116
3b49_A,3,220.06,0.109
2y4x_A,1,356.125,0.067
2y4x_A,2,343.593,0.07
2y4x_A,3,388.546,0.062
1q2h_A,1,286.066,0.084
1q2h_A,2,288.241,0.083
1q2h_A,3,282.423,0.085
5njc_D,1,127.122,0.189
5njc_D,2,128.657,0.187
5njc_D,3,127.007,0.189
5ws1_A,1,142.735,0.168
5ws1_A,2,145.929,0.164
5ws1_A,3,144.775,0.166
1fcz_A,1,217.712,0.11
1fcz_A,2,216.21,0.111
1fcz_A,3,211.693,0.113
3rxy_A,1,187.704,0.128
3rxy_A,2,189.352,0.127
3rxy_A,3,207.671,0.116
1tt8_A,1,339.274,0.071
1tt8_A,2,336.367,0.071
1tt8_A,3,337.73,0.071
3it4_C,1,258.324,0.093
3it4_C,2,257.868,0.093
3it4_C,3,270.115,0.089
5exh_C,1,408.318,0.059
5exh_C,2,407.352,0.059
5exh_C,3,406.051,0.059
