pdb_id,rep,ns/day,hour/ns
6ao8_A,3,91.21,0.263
1yib_A,1,203.503,0.118
1yib_A,2,200.282,0.12
1yib_A,3,199.399,0.12
1yu2_A,1,145.658,0.165
1yu2_A,2,139.352,0.172
1yu2_A,3,145.381,0.165
2i6d_A,1,188.711,0.127
2i6d_A,2,174.609,0.137
2i6d_A,3,181.78,0.132
6sms_A,1,83.855,0.286
6sms_A,2,84.874,0.283
6sms_A,3,81.66,0.294
4n7w_A,1,223.213,0.108
4n7w_A,2,228.842,0.105
4n7w_A,3,225.724,0.106
4z3x_A,1,110.341,0.218
4z3x_A,2,112.454,0.213
4z3x_A,3,110.574,0.217
6iah_A,1,205.062,0.117
6iah_A,2,197.223,0.122
6iah_A,3,220.859,0.109
2igp_A,1,287.915,0.083
2igp_A,2,285.705,0.084
2igp_A,3,285.191,0.084
1g7t_A,1,71.353,0.336
1g7t_A,2,71.164,0.337
1g7t_A,3,73.147,0.328
1z0b_A,1,242.764,0.099
1z0b_A,2,243.005,0.099
1z0b_A,3,244.267,0.098
4qlp_A,1,267.203,0.09
4qlp_A,2,256.632,0.094
4qlp_A,3,273.063,0.088
1z2u_A,1,175.892,0.136
1z2u_A,2,176.547,0.136
1z2u_A,3,177.223,0.135
3ajf_A,1,351.506,0.068
3ajf_A,2,367.461,0.065
3ajf_A,3,361.323,0.066
4lim_A,1,110.002,0.218
4lim_A,2,111.263,0.216
4lim_A,3,110.486,0.217
6ne6_A,1,154.627,0.155
6ne6_A,2,154.013,0.156
6ne6_A,3,148.919,0.161
1g2r_A,1,290.798,0.083
1g2r_A,2,310.038,0.077
1g2r_A,3,302.353,0.079
3h1w_A,1,170.813,0.141
3h1w_A,2,169.206,0.142
3h1w_A,3,170.859,0.14
1kp3_A,1,87.484,0.274
1kp3_A,2,91.929,0.261
1kp3_A,3,86.272,0.278
7zou_A,1,203.888,0.118
7zou_A,2,218.975,0.11
7zou_A,3,214.961,0.112
2fhz_A,1,345.525,0.069
2fhz_A,2,335.376,0.072
2fhz_A,3,346.377,0.069
2bln_B,1,160.394,0.15
2bln_B,2,172.973,0.139
2bln_B,3,161.075,0.149
4bcl_A,1,125.865,0.191
4bcl_A,2,130.756,0.184
4bcl_A,3,130.222,0.184
1hbn_E,1,119.985,0.2
1hbn_E,2,123.176,0.195
1hbn_E,3,123.185,0.195
6gfx_C,1,181.704,0.132
6gfx_C,2,191.418,0.125
6gfx_C,3,192.836,0.124
3kde_C,1,374.262,0.064
3kde_C,2,371.858,0.065
3kde_C,3,367.916,0.065
3tkk_A,1,201.702,0.119
3tkk_A,2,187.998,0.128
3tkk_A,3,197.046,0.122
1skz_A,1,256.28,0.094
1skz_A,2,252.821,0.095
1skz_A,3,257.107,0.093
3nrw_A,1,251.087,0.096
3nrw_A,2,250.575,0.096
3nrw_A,3,250.075,0.096
1wui_S,1,200.908,0.119
1wui_S,2,197.971,0.121
1wui_S,3,197.289,0.122
4o7j_B,1,231.058,0.104
4o7j_B,2,242.956,0.099
4o7j_B,3,236.91,0.101
1dvo_A,1,160.545,0.149
1dvo_A,2,159.28,0.151
1dvo_A,3,160.05,0.15
1pch_A,1,444.151,0.054
1pch_A,2,453.18,0.053
1pch_A,3,454.122,0.053
3ono_A,1,245.384,0.098
3ono_A,2,249.149,0.096
3ono_A,3,229.981,0.104
1mjf_B,1,191.39,0.125
1mjf_B,2,182.723,0.131
1mjf_B,3,188.115,0.128
1h17_A,1,112.619,0.213
1h17_A,2,114.593,0.209
1h17_A,3,111.066,0.216
3dza_A,1,149.044,0.161
3dza_A,2,150.0,0.16
3dza_A,3,148.974,0.161
3pvh_A,1,289.205,0.083
3pvh_A,2,299.541,0.08
3pvh_A,3,291.887,0.082
4xb6_H,1,175.094,0.137
4xb6_H,2,180.881,0.133
4xb6_H,3,179.173,0.134
2uxy_A,1,151.703,0.158
2uxy_A,2,149.959,0.16
2uxy_A,3,153.364,0.156
2oez_A,1,165.363,0.145
2oez_A,2,171.392,0.14
2oez_A,3,170.838,0.14
1ef1_C,1,224.26,0.107
1ef1_C,2,208.436,0.115
1ef1_C,3,230.281,0.104
3fpu_A,1,250.055,0.096
3fpu_A,2,238.105,0.101
3fpu_A,3,242.1,0.099
2hu9_A,1,287.408,0.084
2hu9_A,2,295.931,0.081
2hu9_A,3,285.49,0.084
4cv4_A,1,310.263,0.077
4cv4_A,2,307.155,0.078
4cv4_A,3,308.598,0.078
7aqx_A,1,99.084,0.242
7aqx_A,2,96.942,0.248
7aqx_A,3,98.855,0.243
3kd4_A,1,106.468,0.225
3kd4_A,2,104.066,0.231
3kd4_A,3,106.582,0.225
3dau_A,1,285.542,0.084
3dau_A,2,271.215,0.088
3dau_A,3,265.475,0.09
2vnl_A,1,160.369,0.15
2vnl_A,2,159.676,0.15
2vnl_A,3,158.351,0.152
5wbx_B,1,231.09,0.104
5wbx_B,2,249.988,0.096
5wbx_B,3,237.841,0.101
2ot9_A,1,249.998,0.096
2ot9_A,2,246.752,0.097
2ot9_A,3,242.318,0.099
6gus_A,1,225.336,0.107
6gus_A,2,227.338,0.106
6gus_A,3,230.293,0.104
2pst_X,1,312.143,0.077
2pst_X,2,311.362,0.077
2pst_X,3,308.246,0.078
6q10_A,1,280.47,0.086
6q10_A,2,276.161,0.087
6q10_A,3,275.048,0.087
1r0k_A,1,150.907,0.159
1r0k_A,2,151.615,0.158
1r0k_A,3,151.941,0.158
5a0n_A,1,232.074,0.103
5a0n_A,2,230.529,0.104
5a0n_A,3,243.442,0.099
2cx7_A,1,227.5,0.105
2cx7_A,2,227.711,0.105
2cx7_A,3,225.778,0.106
5ngd_B,1,82.62,0.29
5ngd_B,2,84.227,0.285
5ngd_B,3,82.654,0.29
1egw_B,1,268.297,0.089
1egw_B,2,261.915,0.092
1egw_B,3,262.01,0.092
5klh_A,1,203.431,0.118
5klh_A,2,202.694,0.118
5klh_A,3,201.252,0.119
7n0j_E,1,341.611,0.07
7n0j_E,2,330.694,0.073
7n0j_E,3,321.787,0.075
2y3w_B,1,205.181,0.117
2y3w_B,2,207.37,0.116
2y3w_B,3,210.475,0.114
5hqh_A,1,194.649,0.123
5hqh_A,2,199.922,0.12
5hqh_A,3,211.33,0.114
1n8v_B,1,327.851,0.073
1n8v_B,2,365.129,0.066
1n8v_B,3,332.553,0.072
2e6x_A,1,404.931,0.059
2e6x_A,2,414.146,0.058
2e6x_A,3,393.707,0.061
4ubp_C,1,121.41,0.198
4ubp_C,2,108.675,0.221
4ubp_C,3,110.51,0.217
5lc8_A,1,96.213,0.249
5lc8_A,2,93.231,0.257
5lc8_A,3,96.444,0.249
3gs9_A,1,144.891,0.166
3gs9_A,2,148.942,0.161
3gs9_A,3,149.321,0.161
6qfk_A,1,56.668,0.424
6qfk_A,2,58.159,0.413
6qfk_A,3,58.164,0.413
3nis_B,1,450.63,0.053
3nis_B,2,446.159,0.054
3nis_B,3,444.954,0.054
5e5y_C,1,450.187,0.053
5e5y_C,2,453.833,0.053
5e5y_C,3,462.404,0.052
7mq3_A,1,307.278,0.078
7mq3_A,2,296.677,0.081
7mq3_A,3,308.523,0.078
2rci_A,1,245.204,0.098
2rci_A,2,247.639,0.097
2rci_A,3,254.978,0.094
4mzv_A,1,190.051,0.126
4mzv_A,2,180.276,0.133
4mzv_A,3,188.161,0.128
1gpj_A,1,85.259,0.281
1gpj_A,2,76.779,0.313
1gpj_A,3,84.588,0.284
5m1m_A,1,294.071,0.082
5m1m_A,2,290.201,0.083
5m1m_A,3,297.422,0.081
6as3_B,1,215.567,0.111
6as3_B,2,220.199,0.109
6as3_B,3,224.668,0.107
6p5h_B,1,304.329,0.079
6p5h_B,2,320.75,0.075
6p5h_B,3,303.335,0.079
2pnw_A,1,139.259,0.172
2pnw_A,2,135.366,0.177
2pnw_A,3,137.2,0.175
3hht_A,1,128.104,0.187
3hht_A,2,151.874,0.158
3hht_A,3,140.093,0.171
3a1g_A,1,299.258,0.08
3a1g_A,2,310.021,0.077
3a1g_A,3,299.285,0.08
3agn_A,1,249.322,0.096
3agn_A,2,250.919,0.096
3agn_A,3,249.036,0.096
1g7s_A,1,73.648,0.326
1g7s_A,2,66.752,0.36
1g7s_A,3,69.376,0.346
3eoj_A,1,158.461,0.151
3eoj_A,2,146.793,0.163
3eoj_A,3,147.338,0.163
1j8e_A,1,623.7,0.038
1j8e_A,2,618.195,0.039
1j8e_A,3,617.269,0.039
2wfr_A,1,263.913,0.091
2wfr_A,2,252.28,0.095
2wfr_A,3,243.253,0.099
4p5a_A,1,157.018,0.153
4p5a_A,2,154.658,0.155
4p5a_A,3,159.58,0.15
1v7r_A,1,305.79,0.078
1v7r_A,2,304.589,0.079
1v7r_A,3,299.615,0.08
2jft_A,1,261.176,0.092
2jft_A,2,261.152,0.092
2jft_A,3,261.894,0.092
7t9q_A,1,577.871,0.042
7t9q_A,2,588.162,0.041
7t9q_A,3,586.696,0.041
6o2v_B,1,293.38,0.082
6o2v_B,2,274.068,0.088
6o2v_B,3,277.88,0.086
1iuq_A,1,159.581,0.15
1iuq_A,2,157.899,0.152
1iuq_A,3,156.626,0.153
4gv2_A,1,126.161,0.19
4gv2_A,2,138.822,0.173
4gv2_A,3,125.744,0.191
3dpg_B,1,182.258,0.132
3dpg_B,2,196.304,0.122
3dpg_B,3,195.22,0.123
4b6i_D,1,320.374,0.075
4b6i_D,2,320.582,0.075
4b6i_D,3,325.769,0.074
1wq6_A,1,130.907,0.183
1wq6_A,2,131.694,0.182
1wq6_A,3,131.694,0.182
3i94_A,1,222.03,0.108
3i94_A,2,210.161,0.114
3i94_A,3,212.406,0.113
2q2g_A,1,148.382,0.162
2q2g_A,2,150.53,0.159
2q2g_A,3,149.896,0.16
2ovj_A,1,212.195,0.113
2ovj_A,2,233.349,0.103
2ovj_A,3,242.371,0.099
1tez_B,1,121.667,0.197
1tez_B,2,123.6,0.194
1tez_B,3,120.789,0.199
2db7_A,1,349.979,0.069
2db7_A,2,331.667,0.072
2db7_A,3,328.674,0.073
1u8v_C,1,111.21,0.216
1u8v_C,2,109.428,0.219
1u8v_C,3,110.326,0.218
3kbb_A,1,243.463,0.099
3kbb_A,2,222.102,0.108
3kbb_A,3,224.129,0.107
2at8_X,1,188.065,0.128
2at8_X,2,189.204,0.127
2at8_X,3,189.867,0.126
3gwi_A,1,203.887,0.118
3gwi_A,2,209.374,0.115
3gwi_A,3,215.765,0.111
5cfl_A,1,234.699,0.102
5cfl_A,2,236.067,0.102
5cfl_A,3,230.853,0.104
3ju4_A,1,57.748,0.416
3ju4_A,2,62.732,0.383
3ju4_A,3,63.614,0.377
2qud_A,1,215.928,0.111
2qud_A,2,209.966,0.114
2qud_A,3,214.785,0.112
3c05_A,1,388.357,0.062
3c05_A,2,386.312,0.062
3c05_A,3,404.281,0.059
3v3l_A,1,355.187,0.068
3v3l_A,2,361.783,0.066
3v3l_A,3,375.274,0.064
6jim_B,1,130.032,0.185
6jim_B,2,126.699,0.189
6jim_B,3,127.038,0.189
2y1q_A,1,287.194,0.084
2y1q_A,2,296.643,0.081
2y1q_A,3,293.589,0.082
1wq6_B,1,155.518,0.154
1wq6_B,2,155.715,0.154
1wq6_B,3,153.277,0.157
6fub_B,1,279.811,0.086
6fub_B,2,283.887,0.085
6fub_B,3,283.03,0.085
3k6q_B,1,265.572,0.09
3k6q_B,2,243.09,0.099
3k6q_B,3,246.834,0.097
2yvo_A,1,255.393,0.094
2yvo_A,2,265.171,0.091
2yvo_A,3,255.881,0.094
2nwv_A,1,278.66,0.086
2nwv_A,2,290.13,0.083
2nwv_A,3,277.601,0.086
2ysk_A,1,181.787,0.132
2ysk_A,2,181.827,0.132
2ysk_A,3,182.304,0.132
7dmn_A,1,164.598,0.146
7dmn_A,2,179.75,0.134
7dmn_A,3,164.353,0.146
5yrv_I,1,231.082,0.104
5yrv_I,2,232.873,0.103
5yrv_I,3,228.238,0.105
1uoy_A,1,554.763,0.043
1uoy_A,2,575.52,0.042
1uoy_A,3,563.41,0.043
1pby_C,1,371.489,0.065
1pby_C,2,367.967,0.065
1pby_C,3,370.022,0.065
2xdg_A,1,295.079,0.081
2xdg_A,2,296.478,0.081
2xdg_A,3,291.608,0.082
2ofz_A,1,270.184,0.089
2ofz_A,2,266.791,0.09
2ofz_A,3,271.74,0.088
2qcu_A,1,140.555,0.171
2qcu_A,2,132.183,0.182
2qcu_A,3,144.307,0.166
1qxo_B,1,151.794,0.158
1qxo_B,2,153.873,0.156
1qxo_B,3,150.3,0.16
4q6v_A,1,344.244,0.07
4q6v_A,2,333.681,0.072
4q6v_A,3,336.525,0.071
1c96_A,1,108.925,0.22
1c96_A,2,105.427,0.228
1c96_A,3,108.055,0.222
3mil_A,1,206.0,0.117
3mil_A,2,190.096,0.126
3mil_A,3,206.056,0.116
1rqj_A,1,209.111,0.115
1rqj_A,2,226.426,0.106
1rqj_A,3,229.498,0.105
1fk5_A,1,467.066,0.051
1fk5_A,2,469.087,0.051
1fk5_A,3,470.83,0.051
4cbe_A,1,188.067,0.128
4cbe_A,2,195.311,0.123
4cbe_A,3,196.206,0.122
3fke_A,1,270.164,0.089
3fke_A,2,268.012,0.09
3fke_A,3,296.046,0.081
2gke_A,1,219.63,0.109
2gke_A,2,218.757,0.11
2gke_A,3,221.062,0.109
2xjq_A,1,164.081,0.146
2xjq_A,2,163.055,0.147
2xjq_A,3,159.779,0.15
2z0j_E,1,228.524,0.105
2z0j_E,2,247.898,0.097
2z0j_E,3,244.209,0.098
3rv1_B,1,138.385,0.173
3rv1_B,2,136.736,0.176
3rv1_B,3,135.01,0.178
3i57_B,1,132.627,0.181
3i57_B,2,133.302,0.18
3i57_B,3,139.533,0.172
4ywk_A,1,199.386,0.12
4ywk_A,2,193.532,0.124
4ywk_A,3,197.706,0.121
6o2v_A,1,277.179,0.087
6o2v_A,2,274.412,0.087
6o2v_A,3,262.138,0.092
5klh_B,1,176.229,0.136
5klh_B,2,178.31,0.135
5klh_B,3,175.362,0.137
3cyi_A,1,274.866,0.087
3cyi_A,2,274.065,0.088
3cyi_A,3,272.267,0.088
4f87_A,1,309.009,0.078
4f87_A,2,307.65,0.078
4f87_A,3,306.309,0.078
3txs_C,1,230.811,0.104
3txs_C,2,233.924,0.103
3txs_C,3,231.441,0.104
1qcs_A,1,210.0,0.114
1qcs_A,2,205.882,0.117
1qcs_A,3,199.58,0.12
4iaj_B,1,389.014,0.062
4iaj_B,2,396.121,0.061
4iaj_B,3,383.121,0.063
3a7l_A,1,357.769,0.067
3a7l_A,2,343.002,0.07
3a7l_A,3,360.821,0.067
4ljo_A,1,185.584,0.129
4ljo_A,2,189.329,0.127
4ljo_A,3,194.339,0.123
2w39_A,1,228.748,0.105
2w39_A,2,220.293,0.109
2w39_A,3,221.181,0.109
2dtr_A,1,213.588,0.112
2dtr_A,2,213.153,0.113
2dtr_A,3,210.009,0.114
7wab_A,1,139.566,0.172
7wab_A,2,143.164,0.168
7wab_A,3,141.554,0.17
6mbg_A,1,196.409,0.122
6mbg_A,2,196.057,0.122
6mbg_A,3,196.853,0.122
1hw1_B,1,196.406,0.122
1hw1_B,2,204.55,0.117
1hw1_B,3,196.207,0.122
7z1k_A,1,277.388,0.087
7z1k_A,2,262.338,0.091
7z1k_A,3,278.614,0.086
1m5q_Z,1,275.602,0.087
1m5q_Z,2,272.523,0.088
1m5q_Z,3,281.003,0.085
2x96_A,1,111.78,0.215
2x96_A,2,123.592,0.194
2x96_A,3,124.229,0.193
6fsw_A,1,136.825,0.175
6fsw_A,2,136.122,0.176
6fsw_A,3,132.4,0.181
3let_B,1,162.573,0.148
3let_B,2,160.346,0.15
3let_B,3,162.49,0.148
4ke2_B,1,144.933,0.166
4ke2_B,2,145.2,0.165
4ke2_B,3,148.452,0.162
1ls1_A,1,193.563,0.124
1ls1_A,2,188.8,0.127
1ls1_A,3,205.429,0.117
2w0g_A,1,255.068,0.094
2w0g_A,2,258.445,0.093
2w0g_A,3,280.919,0.085
3vjz_A,1,283.961,0.085
3vjz_A,2,288.818,0.083
3vjz_A,3,310.729,0.077
3mwz_A,1,364.837,0.066
3mwz_A,2,361.412,0.066
3mwz_A,3,362.819,0.066
4kk7_A,1,115.991,0.207
4kk7_A,2,108.591,0.221
4kk7_A,3,107.22,0.224
1fd3_A,1,561.479,0.043
1fd3_A,2,563.629,0.043
1fd3_A,3,551.324,0.044
4zya_A,1,343.636,0.07
4zya_A,2,348.985,0.069
4zya_A,3,345.792,0.069
3a0y_B,1,264.466,0.091
3a0y_B,2,263.292,0.091
3a0y_B,3,262.426,0.091
6pce_B,1,352.491,0.068
6pce_B,2,340.963,0.07
6pce_B,3,333.669,0.072
4oe9_A,1,368.644,0.065
4oe9_A,2,369.088,0.065
4oe9_A,3,357.288,0.067
2j6c_A,1,347.382,0.069
2j6c_A,2,348.226,0.069
2j6c_A,3,319.574,0.075
5w4a_B,1,231.428,0.104
5w4a_B,2,227.143,0.106
5w4a_B,3,227.75,0.105
1s9r_A,1,168.451,0.142
1s9r_A,2,169.131,0.142
1s9r_A,3,167.239,0.144
1h02_B,1,363.28,0.066
1h02_B,2,363.899,0.066
1h02_B,3,361.721,0.066
1bq8_A,1,544.298,0.044
1bq8_A,2,540.214,0.044
1bq8_A,3,556.274,0.043
1mix_A,1,194.319,0.124
1mix_A,2,182.124,0.132
1mix_A,3,189.022,0.127
3dai_A,1,297.862,0.081
3dai_A,2,302.106,0.079
3dai_A,3,291.176,0.082
1wqj_B,1,320.551,0.075
1wqj_B,2,316.969,0.076
1wqj_B,3,322.408,0.074
4v23_A,1,198.658,0.121
4v23_A,2,205.566,0.117
4v23_A,3,197.515,0.122
2gib_B,1,267.914,0.09
2gib_B,2,262.497,0.091
2gib_B,3,264.532,0.091
4peg_C,1,164.138,0.146
4peg_C,2,163.864,0.146
4peg_C,3,150.169,0.16
4jnu_B,1,323.091,0.074
4jnu_B,2,321.645,0.075
4jnu_B,3,322.277,0.074
4dol_A,1,176.491,0.136
4dol_A,2,176.626,0.136
4dol_A,3,184.364,0.13
2hy5_A,1,320.262,0.075
2hy5_A,2,310.018,0.077
2hy5_A,3,327.749,0.073
5b6c_A,1,241.359,0.099
5b6c_A,2,244.341,0.098
5b6c_A,3,243.054,0.099
2qt4_A,1,396.266,0.061
2qt4_A,2,402.663,0.06
2qt4_A,3,425.722,0.056
3sfv_B,1,103.451,0.232
3sfv_B,2,101.595,0.236
3sfv_B,3,101.192,0.237
7asg_A,1,89.41,0.268
7asg_A,2,89.679,0.268
7asg_A,3,89.492,0.268
2bk9_A,1,309.964,0.077
2bk9_A,2,309.934,0.077
2bk9_A,3,313.104,0.077
3c8w_C,1,174.417,0.138
3c8w_C,2,179.561,0.134
3c8w_C,3,170.463,0.141
7p46_A,1,142.288,0.169
7p46_A,2,136.658,0.176
7p46_A,3,143.194,0.168
1qb7_A,1,190.439,0.126
1qb7_A,2,200.168,0.12
1qb7_A,3,192.509,0.125
5kko_D,1,393.757,0.061
5kko_D,2,392.979,0.061
5kko_D,3,406.099,0.059
2imf_A,1,219.356,0.109
2imf_A,2,217.984,0.11
2imf_A,3,224.608,0.107
2pu9_A,1,365.631,0.066
2pu9_A,2,347.136,0.069
2pu9_A,3,347.237,0.069
2p12_B,1,264.637,0.091
2p12_B,2,254.276,0.094
2p12_B,3,257.68,0.093
1j8r_A,1,254.596,0.094
1j8r_A,2,250.427,0.096
1j8r_A,3,242.995,0.099
4oe9_B,1,284.447,0.084
4oe9_B,2,304.307,0.079
4oe9_B,3,285.568,0.084
2zca_B,1,230.224,0.104
2zca_B,2,228.7,0.105
2zca_B,3,234.639,0.102
2fj8_A,1,236.267,0.102
2fj8_A,2,238.992,0.1
2fj8_A,3,236.085,0.102
4lty_A,1,114.658,0.209
4lty_A,2,114.323,0.21
4lty_A,3,110.333,0.218
5b42_A,1,315.564,0.076
5b42_A,2,311.995,0.077
5b42_A,3,312.444,0.077
5w82_B,1,119.957,0.2
5w82_B,2,115.923,0.207
5w82_B,3,127.264,0.189
2g9e_A,1,263.893,0.091
2g9e_A,2,255.492,0.094
2g9e_A,3,284.541,0.084
3da8_A,1,235.921,0.102
3da8_A,2,215.531,0.111
3da8_A,3,225.12,0.107
2xpp_A,1,246.89,0.097
2xpp_A,2,255.576,0.094
2xpp_A,3,239.451,0.1
5hkx_A,1,134.812,0.178
5hkx_A,2,137.228,0.175
5hkx_A,3,143.897,0.167
2ixm_A,1,207.42,0.116
2ixm_A,2,198.32,0.121
2ixm_A,3,188.543,0.127
3hlz_B,1,117.484,0.204
3hlz_B,2,117.203,0.205
3hlz_B,3,117.877,0.204
4jmu_A,1,286.749,0.084
4jmu_A,2,287.288,0.084
4jmu_A,3,295.809,0.081
5h7w_B,1,120.864,0.199
5h7w_B,2,118.294,0.203
5h7w_B,3,126.885,0.189
3wol_A,1,114.122,0.21
3wol_A,2,110.973,0.216
3wol_A,3,115.275,0.208
3lyy_A,1,304.541,0.079
3lyy_A,2,283.509,0.085
3lyy_A,3,279.613,0.086
5naz_A,1,192.672,0.125
5naz_A,2,195.37,0.123
5naz_A,3,185.112,0.13
3l51_A,1,254.404,0.094
3l51_A,2,248.39,0.097
3l51_A,3,250.333,0.096
4zav_A,1,229.062,0.105
4zav_A,2,229.485,0.105
4zav_A,3,228.527,0.105
4ok9_A,1,263.342,0.091
4ok9_A,2,242.816,0.099
4ok9_A,3,265.948,0.09
5kko_C,1,289.878,0.083
5kko_C,2,304.066,0.079
5kko_C,3,310.114,0.077
7s6q_C,1,216.055,0.111
7s6q_C,2,219.395,0.109
7s6q_C,3,212.355,0.113
3nci_A,1,63.649,0.377
3nci_A,2,65.595,0.366
3nci_A,3,65.341,0.367
5mux_B,1,136.914,0.175
5mux_B,2,137.413,0.175
5mux_B,3,134.38,0.179
3ni2_A,1,106.347,0.226
3ni2_A,2,105.882,0.227
3ni2_A,3,106.373,0.226
3e9v_A,1,291.432,0.082
3e9v_A,2,293.21,0.082
3e9v_A,3,296.84,0.081
1i2t_A,1,482.712,0.05
1i2t_A,2,479.498,0.05
1i2t_A,3,522.793,0.046
2wqi_D,1,366.472,0.065
2wqi_D,2,356.19,0.067
2wqi_D,3,356.167,0.067
1doi_A,1,397.041,0.06
1doi_A,2,381.848,0.063
1doi_A,3,373.847,0.064
1bkp_A,1,177.237,0.135
1bkp_A,2,176.44,0.136
1bkp_A,3,168.536,0.142
1gte_D,1,55.28,0.434
1gte_D,2,53.385,0.45
1gte_D,3,53.728,0.447
3hxw_A,1,135.488,0.177
3hxw_A,2,134.838,0.178
3hxw_A,3,135.352,0.177
4hkd_B,1,295.176,0.081
4hkd_B,2,283.954,0.085
4hkd_B,3,294.76,0.081
3d3y_A,1,153.985,0.156
3d3y_A,2,143.393,0.167
3d3y_A,3,143.224,0.168
6w6x_A,1,327.746,0.073
6w6x_A,2,321.469,0.075
6w6x_A,3,342.849,0.07
5h1n_A,1,368.81,0.065
5h1n_A,2,370.186,0.065
5h1n_A,3,380.161,0.063
1wna_A,1,329.398,0.073
1wna_A,2,333.75,0.072
1wna_A,3,320.144,0.075
2wzg_A,1,86.896,0.276
2wzg_A,2,90.128,0.266
2wzg_A,3,94.849,0.253
4xb6_D,1,194.409,0.123
4xb6_D,2,195.639,0.123
4xb6_D,3,193.097,0.124
3ktp_A,1,375.815,0.064
3ktp_A,2,343.49,0.07
3ktp_A,3,375.536,0.064
1rss_A,1,249.653,0.096
1rss_A,2,253.217,0.095
1rss_A,3,235.713,0.102
1jhs_A,1,272.577,0.088
1jhs_A,2,265.01,0.091
1jhs_A,3,286.573,0.084
1ez3_B,1,249.266,0.096
1ez3_B,2,242.962,0.099
1ez3_B,3,257.492,0.093
4pfx_A,1,212.654,0.113
4pfx_A,2,201.209,0.119
4pfx_A,3,208.539,0.115
1u09_A,1,119.498,0.201
1u09_A,2,115.174,0.208
1u09_A,3,119.298,0.201
3kz5_E,1,358.445,0.067
3kz5_E,2,365.081,0.066
3kz5_E,3,361.422,0.066
6dgk_A,1,292.057,0.082
6dgk_A,2,315.629,0.076
6dgk_A,3,323.889,0.074
1o4k_A,1,269.231,0.089
1o4k_A,2,263.756,0.091
1o4k_A,3,270.731,0.089
4ezi_A,1,176.631,0.136
4ezi_A,2,174.494,0.138
4ezi_A,3,179.301,0.134
3fn2_B,1,259.592,0.092
3fn2_B,2,259.773,0.092
3fn2_B,3,256.556,0.094
6i0i_A,1,356.794,0.067
6i0i_A,2,342.465,0.07
6i0i_A,3,364.263,0.066
1u6r_B,1,162.349,0.148
1u6r_B,2,158.976,0.151
1u6r_B,3,159.246,0.151
2jek_A,1,310.142,0.077
2jek_A,2,308.912,0.078
2jek_A,3,312.361,0.077
4hfv_A,1,201.525,0.119
4hfv_A,2,199.436,0.12
4hfv_A,3,203.708,0.118
1upt_B,1,419.799,0.057
1upt_B,2,436.147,0.055
1upt_B,3,410.846,0.058
1ikp_A,1,105.376,0.228
1ikp_A,2,108.463,0.221
1ikp_A,3,108.816,0.221
7dif_A,1,83.847,0.286
7dif_A,2,91.82,0.261
7dif_A,3,89.901,0.267
5lpa_B,1,214.004,0.112
5lpa_B,2,230.811,0.104
5lpa_B,3,199.473,0.12
2dt4_A,1,323.129,0.074
2dt4_A,2,304.303,0.079
2dt4_A,3,311.186,0.077
3g5t_A,1,194.759,0.123
3g5t_A,2,195.242,0.123
3g5t_A,3,208.627,0.115
3pzw_A,1,81.345,0.295
3pzw_A,2,79.948,0.3
3pzw_A,3,81.48,0.295
3zoq_C,1,392.57,0.061
3zoq_C,2,388.235,0.062
3zoq_C,3,397.038,0.06
2hu9_B,1,338.997,0.071
2hu9_B,2,327.588,0.073
2hu9_B,3,331.118,0.072
3zrg_B,1,403.644,0.059
3zrg_B,2,402.804,0.06
3zrg_B,3,396.515,0.061
1yqe_A,1,209.836,0.114
1yqe_A,2,230.29,0.104
1yqe_A,3,211.124,0.114
4dok_A,1,237.798,0.101
4dok_A,2,240.419,0.1
4dok_A,3,246.604,0.097
2znr_A,1,249.4,0.096
2znr_A,2,233.124,0.103
2znr_A,3,247.129,0.097
4jo7_A,1,212.362,0.113
4jo7_A,2,220.615,0.109
4jo7_A,3,216.404,0.111
4goq_B,1,308.873,0.078
4goq_B,2,318.022,0.075
4goq_B,3,333.297,0.072
7z4m_A,1,115.661,0.208
7z4m_A,2,118.084,0.203
7z4m_A,3,114.039,0.21
3fkc_A,1,231.73,0.104
3fkc_A,2,228.518,0.105
3fkc_A,3,232.463,0.103
4tkx_L,1,154.811,0.155
4tkx_L,2,161.953,0.148
4tkx_L,3,157.448,0.152
2ogb_B,1,326.632,0.073
2ogb_B,2,344.917,0.07
2ogb_B,3,351.239,0.068
2fos_A,1,236.762,0.101
2fos_A,2,227.154,0.106
2fos_A,3,227.015,0.106
2jhf_B,1,164.497,0.146
2jhf_B,2,163.123,0.147
2jhf_B,3,157.118,0.153
2xm5_A,1,182.436,0.132
2xm5_A,2,187.697,0.128
2xm5_A,3,182.934,0.131
5mdu_A,1,286.601,0.084
5mdu_A,2,255.038,0.094
5mdu_A,3,260.673,0.092
3kby_B,1,318.021,0.075
3kby_B,2,336.606,0.071
3kby_B,3,320.517,0.075
1wx1_B,1,188.303,0.127
1wx1_B,2,176.575,0.136
1wx1_B,3,187.866,0.128
2pcn_A,1,325.77,0.074
2pcn_A,2,329.794,0.073
2pcn_A,3,326.1,0.074
6atg_C,1,213.594,0.112
6atg_C,2,211.449,0.114
6atg_C,3,208.401,0.115
1zht_A,1,160.046,0.15
1zht_A,2,143.264,0.168
1zht_A,3,151.33,0.159
3it4_B,1,200.453,0.12
3it4_B,2,199.38,0.12
3it4_B,3,198.711,0.121
2dka_A,1,115.2,0.208
2dka_A,2,111.442,0.215
2dka_A,3,111.993,0.214
